-2.3274,6.8784,1.6982
-6.3727,6.8067,-2.4099
-0.4835,5.7378,4.6294
-5.0452,6.4385,0.3329
12.2353,2.8396,3.3061
2.7231,8.8263,-1.131
6.4293,2.0706,3.6147
3.131,4.2242,3.5955
-0.4338,0.3778,6.0272
4.0033,2.6326,8.335
4.008,4.2431,6.4716
3.2527,4.8558,2.1012
1.6796,5.0246,4.625
4.1535,0.3239,1.1251
0.9139,7.7806,1.1929
-5.3074,4.9623,1.8507
-5.1448,4.2312,-0.0467
8.7234,4.5123,4.9053
-0.9686,2.6994,3.1874
6.0267,4.8294,4.8738
-7.6376,6.8701,-4.4482
1.5142,4.9255,3.2625
6.5654,5.0769,1.4936
-12.5241,6.0899,-2.2344
-1.464,2.1688,6.4699
0.8649,3.3537,5.9563
-5.4895,4.4195,-0.6695
0.5947,1.5061,7.235
-3.324,5.1579,2.5027
5.4287,4.2703,5.7003
1.972,6.5165,-1.4273
2.0379,7.4376,0.0391
-1.1665,0.8376,8.3739
-6.7667,4.0223,2.3094
-6.9715,3.855,3.2511
3.5479,2.9339,9.1341
-6.7159,6.5459,0.594
-2.8928,7.3479,-3.5313
5.0312,6.8258,2.9594
-2.9432,5.8403,-0.2346
5.2151,6.0555,2.0877
-0.2969,1.2285,8.2854
-0.5857,4.5493,1.2827
4.6617,8.3269,2.0684
2.8024,3.3157,7.4332
-1.3487,4.4852,-0.0803
-0.252,4.4356,3.5771
-4.1171,6.0276,-4.6111
9.4061,3.5319,0.8868
1.079,6.371,0.9968
-0.0997,4.3525,1.1566
-8.9196,3.8547,-1.3405
-7.4577,9.4231,-3.1079
7.2372,4.3663,4.2831
3.1062,4.4613,0.1903
7.6623,3.6355,2.2774
3.0895,8.1828,-0.1819
-4.4123,2.5891,2.4305
1.0754,5.4397,0.8025
1.96,5.6962,6.0608
4.8233,1.2313,8.6754
9.4161,-0.2642,11.1321
-8.5383,7.4469,-5.4328
-1.0569,7.6748,-2.2077
-8.4975,6.7134,-4.1812
-3.1426,5.8728,1.9577
1.7861,7.9663,-0.8927
14.8312,6.3277,6.1273
2.7285,6.7725,1.9032
0.896,5.2233,-1.2097
3.5784,6.5143,2.3683
6.8864,8.189,-1.1435
3.9976,2.8851,4.9745
-0.0149,6.1765,-0.9215
4.4275,3.8818,3.5697
-6.5932,7.2002,-3.1479
-1.3345,6.5657,1.5156
-1.2632,2.8964,-1.1431
1.3808,5.5406,4.6259
3.3151,2.4033,9.2574
-10.3485,2.1295,3.1552
6.067,4.7991,2.8392
-2.8207,5.7838,-2.3902
-1.4269,9.7556,-0.513
1.5237,4.0374,3.5971
-1.2798,5.3167,1.5705
2.2095,6.2586,4.2154
0.4193,5.349,3.1761
4.7804,7.1855,0.9967
-5.5118,5.2005,-4.7989
-1.5187,4.9004,1.1581
3.0814,7.2078,-1.2764
1.0524,7.9362,-1.7193
-6.0877,6.089,-2.9904
-0.9674,7.4328,-1.555
2.4289,5.0829,4.6923
1.7578,7.0793,1.2059
-6.4407,3.546,-1.0621
-4.5791,3.1621,5.9249
0.5939,7.2076,-2.8962
10.5488,3.6603,1.9876
5.786,3.1908,3.7706
-6.9914,3.7399,4.7824
2.8679,6.0571,4.824
-6.4606,4.6249,-0.7742
4.4064,7.1542,2.4694
-2.0615,5.5822,3.2382
-0.4074,7.7487,-2.0283
8.6466,5.5672,1.4253
-4.1877,4.8492,-4.2131
-4.1011,4.6376,3.5777
-0.9602,4.4915,8.2776
-5.4576,2.5015,4.6559
1.8752,4.6344,3.4621
1.3364,7.8912,0.3612
-0.3671,9.3924,-3.4432
10.3203,0.4019,12.5004
-5.1185,3.2592,4.3818
5.6107,6.3438,2.7802
8.1439,6.0645,2.4527
5.9981,3.5288,4.0684
1.0355,5.0471,5.7622
-6.6539,8.8669,-0.8721
7.7809,6.1428,3.4466
3.587,5.9978,4.6532
0.088,4.4841,0.3573
11.5104,7.0833,4.0205
-5.5027,3.9816,0.9578
2.9145,5.26,2.8666
1.9744,5.6865,2.7619
-7.4811,3.7587,0.4831
-1.1398,3.3805,1.5587
1.2519,6.9094,-0.8048
-1.0059,5.1735,0.4208
2.7882,5.1532,5.1056
-2.195,8.8659,-3.8229
-0.2252,5.6323,5.1513
-3.7487,4.2373,-0.1093
-3.6533,4.1098,1.5985
4.4119,5.2689,3.5911
-3.2779,3.8661,1.7939
2.6479,4.6785,4.3454
-4.2919,3.5962,2.217
5.7575,4.676,1.1829
-4.1269,4.659,0.4064
1.5378,3.6259,3.1084
-0.8107,3.926,4.073
4.5426,5.4552,1.6672
5.192,5.2598,0.6085
4.8104,5.9732,5.8724
2.8275,5.5662,3.5141
5.3924,4.5835,1.3513
-7.7406,4.3433,0.1619
1.1826,8.108,-3.3968
-2.2005,5.1733,2.5492
-2.286,3.9329,-0.8662
-0.7163,4.3181,6.1169
1.2356,2.0316,7.6898
-7.8263,4.1142,-1.4328
5.7616,7.3711,3.3108
-3.8768,5.6275,2.2134
1.0295,5.2724,0.636
4.0476,4.2402,4.1306
7.7726,5.533,6.095
0.2236,3.8767,2.1368
-4.2769,6.3845,-1.2183
-7.0341,6.787,-0.8489
-1.9632,2.1375,3.5038
-2.9981,6.0925,0.0918
-0.9262,5.3023,-1.3801
0.1708,5.8806,2.4143
0.7687,8.3273,1.2471
0.7131,6.9858,-0.3535
0.5431,0.9704,5.5176
-10.8306,7.4048,-4.705
-4.7863,2.4992,3.6289
-0.9798,6.5585,-0.9154
-3.2646,8.4266,1.4441
6.4373,1.9133,2.2735
6.0038,4.911,8.6249
-1.5647,2.0192,5.1084
-6.8587,5.5757,2.1483
7.8984,3.3212,0.3846
1.3629,3.1067,2.3681
9.4922,4.9381,1.7966
3.1179,8.6057,-0.6738
6.7173,6.429,-0.2717
8.2535,5.2708,4.6447
